item_id,attribute_list
446,4265 12943 758 13237 1764 11064 11035 11069 11005 10975
447,1446 2386 2587 2559 2558 2544 2538 2464 2456 2424
448,4265 14432 14419 10223 16436 9094 16437 10213 14439 16424
449,6210 12765 16114 84 3890 11336 11302 11274 11240 11215
450,4265 11959 9425 9426 16107 16112 9422 9446 11943 14707
451,8920 14605 9425 9776 16033 9426 9423 16024 14622 9770
452,5212 1890 758 480 1283 825 823 237 4843 4275
453,1569 4077 6041 6071 1605 1607 4055 4093 4094 6039
454,2496 6483 6471 13384 6480 6470 16234 16240 6490 6469
455,9392 4719 11057 8417 9790 17048 8531 16861 17050 16919
456,11057 1890 758 1687 10632 17340 9332 1492 15812 16394
457,15593 13139 3193 13163 10529 15969 3859 4804 12534 7220
458,15237 9606 15259 1964 1965 9596 1949 2004 1996 1945
459,13231 16342 11057 11584 11607 11535 7116 7117 11513 7118
460,11102 11100 11973 12312 7295 12543 7301 7308 11105 12536
461,3659 10500 2127 5979 11968 1565 8274 1274 8282 5788
462,4265 10535 10566 12031 10560 10553 10546 13587 10536 7160
463,1890 758 15917 8774 17273 6129 14267 5794 3572 4009
464,17854 17412 17578 8054 17813 17618 17203 17376 8242 17411
465,12660 12662 8716 7644 8951 7215 5581 7639 530 8959
466,1870 3113 17961 15685 6579 7702 13526 17585 15756 1742
467,10338 5367 5250 14060 12943 2843 13576 4265 16558 13809
468,4265 11778 14777 11750 11764 14790 17625 14786 11776 17631
469,17307 17376 17442 8054 17308 17813 17393 17553 17381 8242
470,16682 10645 8009 12507 8111 10760 10692 8128 12510 8118
471,10500 3659 10943 8403 15879 8399 15881 2844 8400 8406
472,15216 15166 15357 15346 15290 15259 15237 15386 15181 15120
473,8144 5128 11334 15917 8270 5794 11494 10660 4265 3817
474,4265 16342 11057 15080 2179 2182 5733 2187 15091 5723
475,11057 758 16342 1890 13237 4719 12943 4887 2987 973
476,2180 7700 9374 12550 5388 2185 12209 5397 7707 5392
477,5212 5074 5075 5066 249 248 5599 1153 697 4170
478,5051 4571 1422 790 5761 5474 5763 223 5754 640
479,9392 4222 5130 5284 4556 5789 5392 4220 5474 4275
480,16342 11057 13918 17728 12872 13606 14899 15958 17420 1012
481,11057 4265 3387 11620 3389 16200 11614 13665 3391 16197
482,8143 16949 16939 6585 12794 3648 12792 2187 16943 12801
483,12943 13237 1890 758 13665 6760 12712 12714 10522 10339
484,7697 7716 7423 7480 7505 7524 7611 7642 7355 7828
485,2987 4887 5207 331 5213 5847 720 4645 5209 5221
486,758 14060 10338 1890 5367 5250 17002 12543 8184 14329
487,4719 7286 3607 10215 3605 8115 14761 3181 13741 15612
488,7962 17048 16130 16946 7978 17751 17203 17752 10354 17759
489,16114 6210 7264 12765 3890 84 14917 5692 880 12395
490,11055 13093 12567 11133 15874 3007 4847 10529 2510 8693
491,11057 16342 13231 17203 16161 10576 9855 9849 17207 16130
492,15880 12548 1117 14397 14456 12556 6530 2846 12575 15831
493,7879 17346 17421 15508 7851 16219 17126 9945 17502 5928
494,3659 10500 14315 947 15300 6261 5679 3291 5649 5693
495,2087 15433 7096 7101 10954 2084 15434 13092 14367 7107
496,758 5212 9392 1890 10137 11334 11155 2770 5275 11494
497,2843 5250 4795 232 17421 17126 7879 16177 4518 16219
498,1619 6118 3976 1648 3992 3994 1669 4029 4022 1614
499,947 15145 15109 952 15119 12686 5819 15151 14998 5786
500,5428 2924 7305 3707 149 5823 14883 597 17674 11214
501,13237 9215 15980 9255 15953 15997 15952 15927 15938 16011
502,758 1890 2987 4887 10653 14296 10620 10645 8133 1551
503,1080 5620 15109 15119 15145 3223 5635 15151 14259 5603
504,6822 15659 15596 15598 15600 15603 15617 15625 6607 6749
505,17911 16397 677 16543 8139 10574 10576 16550 7697 17759
506,6567 271 7264 12765 6210 3890 16114 84 355 354
507,10194 16944 16365 10288 8054 10267 10238 8032 16946 17907
508,10651 4734 13974 16140 9798 4723 14960 13963 13959 14971
509,4265 10338 14060 5367 9869 9825 9871 9897 9776 9807
510,6041 6046 6051 4093 1605 6071 6063 1554 4094 4077
511,16342 11057 13231 13898 6934 15612 758 6391 8052 14761
512,8023 17578 10267 10288 17854 1402 8281 8139 8054 8032
513,5603 7816 15073 15079 15080 16646 7839 3511 1647 11336
514,6940 5245 7083 10432 10302 10943 1964 11105 13014 13018
515,4764 14883 11214 5428 2924 10976 3707 17188 5823 17674
516,758 1890 5392 407 5401 1153 1140 5364 5388 5422
517,2152 587 2200 550 482 2121 2109 444 464 2183
518,13804 13788 13848 13830 13821 13809 13879 3073 3095 13758
519,4265 9746 9573 9596 9606 9635 9643 9649 9657 9658
520,11057 16342 16280 16991 12658 1607 12663 9657 6514 1605
521,16342 11057 758 6971 6974 11730 6981 11116 11607 6991
522,10060 6989 4427 12227 11110 17578 2183 4225 13466 13738
523,7642 7268 318 16717 7267 12095 8242 17670 17308 7271
524,4795 11057 16342 1946 14107 1633 1446 14109 14473 14500
525,13227 13691 9352 3188 10068 2782 11409 12711 7364 3902
526,6210 16114 84 12765 3890 7681 6567 271 8133 4022
527,2138 2141 16182 2126 16180 8111 8118 8073 8076 8124
528,10943 17203 17235 9790 17207 17670 17729 16856 9849 8281
529,4719 13231 8627 10660 5128 17273 1986 8435 11334 6129
530,271 6567 4795 4149 4151 5013 5900 5902 4947 5185
531,7962 2183 7371 17161 17159 10843 8281 16161 482 17900
532,9817 9846 8531 17159 17161 9790 16919 16946 16856 8572
533,5367 13576 10338 14060 2843 5250 1185 4887 2987 3759
534,2846 1117 14917 14448 12548 14923 15300 14456 14449 12556
535,4719 758 1890 5015 13526 6579 1870 8841 6202 17585
536,7617 16437 9140 12199 9137 16451 9133 14278 14277 9145
537,11057 16342 17442 17207 17381 8281 17203 17854 17457 17235
538,13931 12086 13014 301 11362 7042 4225 4651 615 5141
539,758 10037 10034 10071 10059 16826 10046 10043 10038 2880
540,758 1890 12641 9275 12658 12651 9280 12663 12638 6760
541,9392 5212 5066 720 5605 5733 4362 5506 223 4645
542,758 5367 5250 10338 14060 1890 13576 2843 15230 15300
543,758 1890 10500 3659 9319 1843 9299 9308 9325 9312
544,3130 12584 12575 5786 14341 3586 3593 14261 6356 12665
545,758 1890 6940 5245 7083 10432 10302 10500 3659 6798
546,15109 15831 14259 3351 14397 15079 14261 14955 15785 15145
547,7919 7244 12412 11240 10645 11944 11940 7915 10650 7270
548,8326 4265 13237 12943 9567 14883 11273 11214 6050 10976
549,5779 1070 453 4916 4222 5030 4106 5100 460 4667
550,11057 13237 9392 4265 758 1605 4093 1722 1569 4094
551,4265 439 17457 17376 8054 17900 10060 434 17578 10238
552,5414 5004 4607 4603 5432 5422 5420 4571 4947 4986
553,8718 12301 10950 13223 13180 9038 17784 18022 11791 11140
554,3659 10500 15876 14641 11791 1098 3516 1146 8718 18022
555,13282 15300 17907 13597 14917 8738 1236 17900 10624 11401
556,13231 7001 1890 758 6354 10943 16342 4265 7873 7870
557,17502 11633 1340 16177 1833 3839 10962 16863 17475 15148
558,870 12455 12443 7092 7094 7183 12450 7600 880 884
559,17457 17737 8572 10066 17578 17911 17729 12820 17159 10060
560,2204 2178 9392 5212 16182 1187 13365 13372 16839 16183
561,329 331 4729 4742 328 324 4743 4789 333 4678
562,1890 758 10943 5212 6354 7001 4719 9392 6139 1730
563,4795 1870 7702 731 8841 13526 5015 5880 9865 6922
564,17907 13949 4204 17376 4651 16161 8281 17670 17381 17900
565,4887 2987 5185 5186 5166 1882 14491 579 629 5209
566,758 3659 2418 10245 3217 8513 10586 6406 13639 1619
567,1633 12825 14473 1946 12807 14107 14500 12402 12356 14102
568,6754 6724 2424 2386 6891 6823 6795 2538 1446 1882
569,9392 5212 6922 17961 13526 6202 5880 7702 731 17585
570,2204 2178 4687 4717 13887 13876 13864 13776 4651 13769
571,2094 2084 2177 12901 12899 2141 2138 2118 2112 17051
572,758 1890 4468 4434 6156 4448 1117 15300 4479 1005
573,9392 5212 3659 10500 14004 17020 4395 6461 17540 6339
574,758 1890 5212 1946 2762 12457 14139 14107 14219 1232
575,14500 14491 10500 3659 15538 11324 5963 14109 12410 15880
576,8326 2067 2068 11214 15965 11273 17674 17188 5428 2924
577,3802 3768 3870 3869 3848 3847 3830 3816 3814 3804
578,17961 5880 10123 15685 6202 6579 17585 1742 1870 731
579,758 2204 2178 4653 4635 4645 4650 985 4614 4659
580,14060 5250 5367 10338 3593 15230 5713 15922 3154 3156
581,1607 13424 2831 2832 2836 13455 13447 13472 13445 2886
582,1890 758 5212 16342 11057 9392 1477 1455 5972 1422
583,947 952 14341 6292 6293 6356 6404 921 15230 6259
584,1232 1205 14491 1236 12807 12830 1229 12415 2808 14102
585,4265 2587 2538 2544 2558 2559 2671 2665 1446 2657
586,14060 10338 4413 4916 4645 4412 4920 4406 4924 5640
587,5572 3223 14397 12682 3593 1647 12686 5577 15230 6016
588,1890 758 13237 6530 952 14261 12556 3452 3223 14259
589,2204 2178 4149 5797 5836 5833 4126 5815 5801 5847
590,2924 10589 14883 17674 4764 1433 17188 6050 11214 11262
591,13231 13237 8541 8467 8476 16107 8491 8494 8513 8558
592,13237 758 4265 1890 12412 12510 12507 12516 12442 12388
593,14259 14261 12665 921 1080 15831 12682 12686 15109 15145
594,1890 758 5110 293 5105 5086 291 955 5075 298
595,1340 16863 15148 17012 8161 15508 10962 17502 11626 5632
596,5212 758 1890 5300 5432 190 5836 187 5847 183
597,1890 758 8054 16161 10753 10754 7371 8032 7347 7355
598,9520 8161 6787 7879 11626 10962 11633 7851 15508 7433
599,3659 10500 17207 17159 17161 6623 17854 6624 17203 8242
600,13231 1365 1267 1270 1283 1313 1321 1331 1362 1374
601,5212 1890 758 9392 2298 5885 17442 9895 6624 697
602,7702 6579 6202 1742 731 10123 8841 15685 8502 5015
603,1185 2987 4887 790 12682 12556 12575 12584 5347 4170
604,17188 9567 3707 149 2924 7577 9118 597 6223 1433
605,12834 12825 1946 14219 14491 14107 12830 14473 12807 12748
606,11694 11692 13878 17417 17540 17395 4395 14884 10948 12456
607,9392 1185 12943 2987 4719 14879 14869 6248 6290 17584
608,16114 84 3890 12765 4265 13237 12943 12860 7574 8976
609,10943 4265 10960 10797 10831 10845 10849 10857 10871 10878
610,8023 10194 17409 7611 239 10678 17161 5230 16693 7012
611,3351 3560 5713 1647 14397 5399 15785 3783 5922 14868
612,6589 10432 6940 5245 10302 7083 10068 13227 17019 7364
613,1890 5212 758 9392 4119 5754 895 5761 5392 5763
614,7001 6354 8326 10943 1422 1374 1517 1362 1381 1467
615,629 638 4896 606 7887 15703 4861 4853 4902 4843
616,758 12943 1890 14987 10226 9133 9131 14329 3976 16522
617,758 1890 5051 5099 5086 5075 5074 5066 5105 5013
618,758 1890 10943 6354 7001 13237 7803 7816 7839 7870
619,13231 11235 15376 788 5970 10632 15697 9751 4977 11027
620,10943 7001 6354 2671 12457 1464 12356 1459 2665 15383
621,10500 3659 5577 819 5580 5572 4009 6063 5819 1766
622,1607 4093 1554 6041 1605 6051 4094 1547 4077 6071
623,3659 10500 16618 9908 8573 2047 16619 16634 13162 16594
624,4795 14628 7961 14632 14631 7954 7955 7957 7958 7959
625,3707 2924 6223 2381 17674 6050 149 9567 7305 241
626,1736 6139 3994 3992 1725 6118 1669 4022 6103 3976
627,12312 17275 16280 17268 6290 10103 16278 17272 7816 1945
628,7433 8161 17126 16177 9744 17346 6865 9945 11626 15148
629,6051 4009 4029 4025 4022 1619 6046 3994 6039 1614
630,758 3958 1722 1715 1736 3992 3955 4029 3994 1547
631,16114 6210 7264 3890 12765 84 271 7681 2843 5250
632,2987 4887 1185 10500 3659 2782 9875 17019 15244 17373
633,10254 10253 10274 16969 1873 12563 1877 13879 16974 13883
634,4719 7001 13237 12406 12391 12390 12412 12378 12379 12388
635,758 1890 1648 3976 1619 1614 3958 6139 6112 6118
636,3890 6210 12765 84 7681 16114 16875 15646 13884 14652
637,9953 9895 10060 17729 15831 8531 15300 17737 15880 17740
638,6292 3156 17911 9726 1766 9733 8032 5849 9722 17376
639,6041 1648 4093 4094 1551 3955 6112 6046 6071 6039
640,758 1890 8910 12804 12801 15743 12792 3648 15723 15727
641,11155 10137 11334 5974 1455 1467 4434 5980 4448 4430
642,3659 10500 2720 17457 12086 4502 12092 14473 12059 14491
643,271 6567 17457 5460 9356 586 9846 5463 579 7388
644,1946 14102 14107 14109 14491 14500 1633 17553 1245 17556
645,14923 12584 2846 14456 6530 14448 15785 1117 15880 14449
646,14368 12321 18014 1801 13063 1239 11471 15436 4341 5224
647,15039 11157 6461 14004 6339 3342 13231 325 3853 14884
648,4795 10849 14974 8615 8614 10845 3648 13848 10857 6431
649,4265 2004 1996 10650 10645 8752 2047 8769 2019 10620
650,7244 15073 12951 7221 2448 7224 7225 12937 14229 16934
651,5250 5367 10338 14060 4795 6940 7083 10432 10302 5245
652,4719 8502 5880 5015 1870 6202 6579 9865 731 8841
653,1012 15958 16650 2541 17728 1653 620 3 1966 14891
654,9392 10470 10468 12536 16776 1824 10719 12285 8319 16793
655,13237 3661 6248 16846 10535 2772 3648 13693 13692 10536
656,17921 7347 17737 7355 17393 17813 16397 15750 9895 10267
657,13231 14267 11155 10137 3572 11494 17273 6129 1986 5794
658,758 7001 10943 6354 1890 5721 1879 5723 516 512
659,11409 8841 13227 6922 15274 6579 5880 17961 17585 15244
660,15361 8058 11408 14168 8827 11281 6361 5841 13946 10121
661,1890 758 13237 9849 16397 7697 17495 9855 7642 9846
662,3659 10500 7364 392 13227 12711 15244 14818 17908 17373
663,4947 339 4924 4932 4934 4935 371 4940 4916 344
664,5212 9392 4742 4678 4711 790 4659 4729 4789 4770
665,6118 4023 1709 1669 4022 1661 6103 1715 3958 1614
666,9392 5212 10338 14060 2843 5367 1185 2987 4887 2178
667,758 1890 2987 1185 15342 6607 12556 898 7833 1744
668,14777 8299 15712 8308 16594 16580 14778 8288 8291 16576
669,15965 758 1890 5643 11214 10976 9567 5823 11273 1433
670,8326 2204 1986 5275 8270 2770 5128 8144 15917 11334
671,15756 17961 17585 6202 5880 9865 1742 6922 15685 6579
672,1576 2544 2464 2587 14851 1446 15383 15538 1586 1882
673,12825 12748 12820 12807 1890 11057 9392 758 1946 14473
674,17273 3817 5794 16781 8270 4980 8435 2770 14125 10137
675,9392 5212 7731 7939 17752 17921 17751 10881 10540 17495
676,16342 4265 11057 16634 13236 2478 8814 8807 8806 8803
677,10267 6754 1464 14102 17618 7768 7524 14742 14720 14536
678,16861 9790 17618 8023 8417 17457 17048 9895 17050 8572
679,10137 11334 11155 1059 17417 9941 14884 6461 15039 1189
680,1446 14491 12807 12820 1946 1633 14500 14107 14109 12825
681,13237 7001 10943 6354 1547 1554 4265 758 11336 11302
682,10943 6354 2178 7001 2204 1890 11057 758 8326 9392
683,13231 6339 14004 10948 14884 6188 2616 16292 11157 6461
684,1890 758 5797 5789 5780 5779 5763 5761 4667 5721
685,1709 1720 4022 4009 3994 3992 6112 4025 1715 3955
686,3659 10500 4265 552 3188 10068 17908 2782 17019 9875
687,5433 10500 3659 2772 17356 1949 3873 3872 6728 13721
688,10571 10586 10546 10553 10560 10566 10535 10620 10607 10522
689,11157 15039 6188 12456 1189 2616 14884 14004 6461 6339
690,11324 6891 6754 6823 1946 12473 12807 6947 15300 12748
691,9445 9507 9322 9342 9402 9403 9224 9462 9675 9640
692,1586 1581 2808 14473 1459 2538 1245 2464 1205 2544
693,4265 15872 15867 8942 8938 8920 8910 8946 15868 8833
694,169 246 4695 3113 4046 5433 15887 14179 13310 13946
695,5403 11110 13937 17203 12227 13949 13940 17159 17161 7697
696,13231 1492 11027 17898 9125 15376 758 788 9332 1687
697,7244 11940 7270 11959 7839 11944 11943 7279 7221 7870
698,1890 758 14060 10338 7001 6354 10943 2720 1542 14536
699,9392 5212 12473 12457 6016 14627 14642 3686 3586 14720
700,16079 6947 15558 6577 12067 12070 7809 8159 16076 12073
701,4265 16523 16528 9960 16505 12971 12968 16517 9962 12961
702,6210 16114 12765 3890 84 12272 12281 12277 12297 12226
703,758 1890 5212 9392 10500 3659 855 5599 5611 932
704,17376 17381 10194 17308 10238 10267 10288 17344 17900 10066
705,7418 11302 11336 7406 7412 11342 7430 7429 8009 7428
706,4265 13237 10975 1858 1843 7244 14474 10978 11005 14481
707,9938 9923 14786 9968 14790 2393 14799 14811 9939 2387
708,12748 12807 12820 12825 1946 14219 14491 6795 14109 12356
709,7001 10943 6354 13237 4265 12943 8050 13060 8060 8054
710,677 2183 439 444 489 434 587 464 550 482
711,8326 4719 4395 8774 16781 15917 1986 13357 8627 14267
712,1185 4887 2987 15518 6758 15521 13289 15471 15516 15467
713,16342 11057 4144 14932 3157 8980 1661 17203 1648 17207
714,10432 5245 1185 6940 7083 10302 4887 2987 4479 4470
715,2616 15039 14751 12456 17395 14004 10948 11453 4395 6461
716,14449 14917 12575 12548 14448 14397 15785 12584 12556 14456
717,16394 11235 1687 17898 15092 15376 15812 3868 5970 1492
718,2178 2204 1910 1913 9075 7383 11240 7377 16384 16386
719,9445 10060 17442 17161 17159 13220 11738 7423 13931 7216
720,758 1890 4265 13293 13281 17396 6793 15723 6804 13298
721,14851 1882 1402 14102 14107 14109 2687 1205 2424 1464
722,6461 14884 6339 15039 1189 2575 12456 2616 16292 11694
723,5212 9392 5099 5100 4900 5292 4721 4299 1283 4896
724,4980 14267 2770 3817 9555 5794 5275 16781 8435 17273
725,17411 17911 17409 2649 14029 17907 5483 14315 17670 14107
726,5367 14060 10338 13576 2843 3659 6614 6641 6619 6613
727,9392 8023 16861 17308 17307 9445 9402 16856 9575 9507
728,758 1890 4795 11471 216 14368 5363 15103 5224 1239
729,758 1890 3659 10500 8491 3648 1901 1902 12663 8476
730,6354 10943 758 1890 7001 9392 2178 5212 2204 1623
731,4887 2987 1205 1229 2793 2808 14491 14500 1946 2762
732,14884 1059 16429 10948 11501 11453 4395 17540 6461 13878
733,2204 2178 4795 7007 7009 13930 7002 13928 7004 13927
734,8547 13111 12870 13328 13327 12908 12983 13006 12897 13046
735,10390 1933 10447 10426 1949 1945 10401 1965 10364 10360
736,10302 1870 8841 15685 1742 5880 5245 17961 6202 17585
737,10943 758 4126 4149 4151 407 4170 4222 4220 4240
738,3659 10500 4265 12406 8118 11730 8128 7004 7693 8124
739,16550 5308 11286 12106 17442 301 318 13738 7012 16919
740,2987 4887 17585 6202 7702 1742 5015 731 10123 6922
741,258 169 246 10500 3659 9392 5212 8326 840 5291
742,5326 14397 5925 5300 5305 5922 12548 1005 5317 12556
743,5433 13063 14368 13549 9000 4341 1801 18014 216 5363
744,13231 11214 11262 1433 5643 17674 9118 149 17339 6223
745,17376 17393 4162 17203 17207 17235 17259 17307 17308 17344
746,2846 15880 4093 4094 6071 1547 14397 14917 6039 14448
747,7264 16114 6210 12765 4265 84 7681 3890 14060 5403
748,1046 8302 12073 1052 12072 3314 1049 16056 11054 2088
749,4265 16342 11057 13576 14060 10338 5196 5166 5185 5186
750,10943 7001 6354 11057 16342 758 1890 17381 4149 682
751,758 1890 16944 17900 16946 9402 17907 17495 10060 9081
752,10975 6991 11371 8060 11746 10978 7383 11003 12045 7374
753,1503 1586 1576 2587 14851 1946 1581 2559 1882 2748
754,9676 10943 7286 5841 6361 3265 5212 9392 4045 7768
755,3342 11157 15039 6339 14004 6461 4395 2089 11453 14884
756,1890 758 5367 2178 14060 2204 10338 7577 17339 6223
757,13231 10137 11334 11155 10660 8774 11494 8435 14267 9555
758,18058 0 12036 12034 12041 12040 12039 12038 12037 12043
759,84 12765 3890 7681 16114 6210 14341 5786 6530 14448
760,10943 7001 6354 8326 758 11057 9392 12740 5849 5870
761,14466 14449 14481 14480 14479 14474 9087 9090 14468 14526
762,1185 2987 4887 10838 11107 16342 11057 2782 17019 756
763,13231 8326 3659 10500 17956 718 11471 5165 18014 4610
764,8054 17495 17813 17907 17911 7423 8032 17921 17235 17900
765,1890 758 9849 16161 14052 7731 10689 16482 16397 17813
766,7879 8372 4518 8161 7851 13231 4151 4190 4149 4222
767,4265 8032 17495 8054 10238 8139 8023 17556 17553 8242
768,3955 1648 1715 3953 3994 6103 3992 6139 6039 6041
769,9818 9807 9847 3095 3096 9836 9825 9871 3129 9746
770,16437 8245 16424 14677 10130 8683 16436 16415 8233 16457
771,4265 2094 2084 17450 2141 2138 2118 2112 17433 2177
772,8326 4610 13549 3712 12321 1801 5363 216 18014 9601
773,9392 5212 7702 6922 731 13526 8841 17585 6202 5015
774,4719 17411 16946 8531 17393 8032 17409 17813 17412 16944
775,5580 5603 14397 5517 5530 5545 14358 5572 5577 5464
776,16570 3665 3675 16566 9603 3670 3669 9593 9609 9610
777,4265 5928 2340 6787 9520 9306 16219 15148 1833 17126
778,13231 16278 8572 16280 8573 10245 13693 13692 10253 13688
779,5433 12834 12473 15383 12457 12415 14500 14491 12825 6891
780,13231 9534 7004 15927 1709 9543 1715 9573 3847 1722
781,3994 1614 1669 3976 1720 1736 1648 1722 4029 3953
782,6210 1498 6798 15563 12073 11779 7867 6271 11788 2039
783,16177 9520 10962 17502 15148 232 11626 9306 7433 2340
784,216 18014 12321 9601 718 11471 4341 5363 3712 15436
785,1890 5212 758 9392 13237 5074 5075 5086 4121 4106
786,5212 187 1313 678 190 460 675 1040 4571 4545
787,6613 6602 6641 12281 12285 6622 6619 12297 6614 12309
